snps	position	window	Td	swindow	ewindow	midwindow
601	7552796	61	-1.19589587518306	7552796	7652541	7602668.5
611	7554235	62	-1.17966381490473	7554235	7653707	7603971
621	7556340	63	-1.16339023223687	7556340	7656145	7606242.5
631	7558858	64	-1.19075668097058	7558858	7658354	7608606
641	7560002	65	-1.17175220268328	7560002	7659987	7609994.5
651	7561142	66	-1.16631276965416	7561142	7661983	7611562.5
661	7562280	67	-1.1802834567178	7562280	7663790	7613035
671	7563737	68	-1.16756482940015	7563737	7667660	7615698.5
681	7564552	69	-1.11659769326059	7564552	7669901	7617226.5
691	7565878	70	-1.0542502283584	7565878	7671375	7618626.5
701	7568704	71	-1.04228219808235	7568704	7672360	7620532
711	7570838	72	-1.03615924264088	7570838	7673164	7622001
721	7575694	73	-1.03363595896912	7575694	7674111	7624902.5
731	7576945	74	-1.0362199292102	7576945	7675503	7626224
741	7581060	75	-1.06228640774846	7581060	7677532	7629296
751	7583829	76	-1.05669046725109	7583829	7679396	7631612.5
761	7585096	77	-1.03709189939044	7585096	7681906	7633501
771	7589627	78	-1.03101046633851	7589627	7685461	7637544
781	7592864	79	-1.07821184115022	7592864	7687350	7640107
791	7594082	80	-1.10348300622737	7594082	7688775	7641428.5
801	7596004	81	-1.10617237945727	7596004	7690258	7643131
811	7597256	82	-1.09635393134716	7597256	7693111	7645183.5
821	7599102	83	-1.11501026036836	7599102	7695226	7647164
831	7601279	84	-1.09545002086728	7601279	7695970	7648624.5
841	7603513	85	-1.07595685599545	7603513	7697381	7650447
851	7606346	86	-1.06542613920332	7606346	7698949	7652647.5
861	7608979	87	-1.07414264697576	7608979	7699994	7654486.5
871	7609950	88	-1.08989560275945	7609950	7705373	7657661.5
881	7611287	89	-1.07804575159208	7611287	7708196	7659741.5
891	7613171	90	-1.05941178078063	7613171	7709669	7661420
901	7615275	91	-1.028554257296	7615275	7712337	7663806
911	7616698	92	-1.06820494527222	7616698	7714250	7665474
921	7618816	93	-1.06496619888847	7618816	7715887	7667351.5
931	7622103	94	-1.05541604929535	7622103	7720067	7671085
941	7622968	95	-1.07406599025662	7622968	7721671	7672319.5
951	7624526	96	-1.04276769063692	7624526	7723464	7673995
961	7627607	97	-1.05366572087494	7627607	7724686	7676146.5
971	7632629	98	-1.07182378122171	7632629	7727356	7679992.5
981	7633545	99	-1.06717646762373	7633545	7729084	7681314.5
991	7634863	100	-1.09993763296705	7634863	7732281	7683572
1001	7636324	101	-1.12776082798565	7636324	7734381	7685352.5
1011	7638316	102	-1.1291853653497	7638316	7735349	7686832.5
1021	7639547	103	-1.14848050036375	7639547	7737054	7688300.5
1031	7642456	104	-1.1603942321304	7642456	7739121	7690788.5
1041	7644078	105	-1.12062855907547	7644078	7740825	7692451.5
1051	7644938	106	-1.12915661908003	7644938	7743099	7694018.5
1061	7645886	107	-1.12686330556569	7645886	7744689	7695287.5
1071	7648165	108	-1.12804829068243	7648165	7746752	7697458.5
1081	7649393	109	-1.09381148349562	7649393	7748219	7698806
1091	7651311	110	-1.12497243982686	7651311	7750041	7700676
1101	7652543	111	-1.15399659011201	7652543	7753688	7703115.5
1111	7653914	112	-1.17819456112118	7653914	7755158	7704536
1121	7656329	113	-1.21377605492294	7656329	7757018	7706673.5
1131	7658385	114	-1.20773295023057	7658385	7758900	7708642.5
1141	7660638	115	-1.23877253342317	7660638	7760365	7710501.5
1151	7662203	116	-1.24259259326041	7662203	7763117	7712660
1161	7663916	117	-1.22699614494497	7663916	7764831	7714373.5
1171	7667980	118	-1.19201193474653	7667980	7766558	7717269
1181	7670036	119	-1.22660327925937	7670036	7768145	7719090.5
1191	7671491	120	-1.26583235528031	7671491	7769986	7720738.5
1201	7672463	121	-1.22105524921147	7672463	7771660	7722061.5
1211	7673231	122	-1.17413494903661	7673231	7772743	7722987
1221	7674163	123	-1.15528697821757	7674163	7775451	7724807
1231	7675504	124	-1.15932742612234	7675504	7777403	7726453.5
1241	7677644	125	-1.14012491797727	7677644	7778711	7728177.5
1251	7679572	126	-1.13072169376251	7679572	7780941	7730256.5
1261	7682450	127	-1.13669772382562	7682450	7784074	7733262
1271	7685679	128	-1.0865674235367	7685679	7785683	7735681
1281	7687594	129	-1.06762363181872	7687594	7788812	7738203
1291	7688874	130	-1.08713596087033	7688874	7791231	7740052.5
1301	7690434	131	-1.06699440791577	7690434	7792708	7741571
1311	7693524	132	-1.04379936231537	7693524	7794749	7744136.5
1321	7695271	133	-1.00777709237855	7695271	7796323	7745797
1331	7696129	134	-1.01641694343185	7696129	7797750	7746939.5
1341	7697560	135	-1.02887046626246	7697560	7799035	7748297.5
1351	7699080	136	-1.05241685515892	7699080	7800212	7749646
1361	7700285	137	-1.03562583963685	7700285	7801151	7750718
1371	7705637	138	-1.03620395906038	7705637	7802364	7754000.5
1381	7708276	139	-1.03869210840253	7708276	7803730	7756003
1391	7710714	140	-1.05865798970907	7710714	7805664	7758189
1401	7712588	141	-1.04870858637043	7712588	7807091	7759839.5
1411	7714277	142	-1.03593246651342	7714277	7808529	7761403
1421	7716034	143	-1.04069157116016	7716034	7809208	7762621
1431	7720112	144	-1.0264366154297	7720112	7810194	7765153
1441	7722316	145	-1.00957852527838	7722316	7812524	7767420
1451	7723598	146	-1.00967434617731	7723598	7814106	7768852
1461	7725014	147	-0.964910016228328	7725014	7815087	7770050.5
1471	7727727	148	-0.923646343120164	7727727	7816716	7772221.5
1481	7729391	149	-0.908912282895073	7729391	7818335	7773863
1491	7732506	150	-0.877147654900593	7732506	7820535	7776520.5
1501	7734408	151	-0.854671266042156	7734408	7822550	7778479
1511	7735505	152	-0.810903473442019	7735505	7824631	7780068
1521	7737130	153	-0.822788458938999	7737130	7826270	7781700
1531	7739374	154	-0.812561174993466	7739374	7827700	7783537
1541	7740838	155	-0.841732250656974	7740838	7828688	7784763
1551	7743118	156	-0.839924429697207	7743118	7830903	7787010.5
1561	7744803	157	-0.858024997504619	7744803	7832301	7788552
1571	7746797	158	-0.850352937530488	7746797	7834081	7790439
1581	7748358	159	-0.900719596036768	7748358	7836180	7792269
1591	7750331	160	-0.894494431636442	7750331	7837857	7794094
1601	7753720	161	-0.874499804060228	7753720	7838876	7796298
1611	7755181	162	-0.840563235690057	7755181	7840205	7797693
1621	7757101	163	-0.818313622959082	7757101	7841324	7799212.5
1631	7758925	164	-0.791231442892195	7758925	7843185	7801055
1641	7760900	165	-0.747316724913703	7760900	7845914	7803407
1651	7763246	166	-0.739338038063003	7763246	7847389	7805317.5
1661	7764923	167	-0.707199708562706	7764923	7848778	7806850.5
1671	7766718	168	-0.698709976917726	7766718	7852423	7809570.5
1681	7768212	169	-0.665613438428153	7768212	7853377	7810794.5
1691	7770079	170	-0.626058571350864	7770079	7855741	7812910
1701	7771681	171	-0.663141259235822	7771681	7857448	7814564.5
1711	7773409	172	-0.687831110859485	7773409	7858460	7815934.5
1721	7775521	173	-0.71970433587275	7775521	7859903	7817712
1731	7777606	174	-0.729890097428748	7777606	7862255	7819930.5
1741	7778920	175	-0.754228605756343	7778920	7863048	7820984
1751	7781144	176	-0.74506812781887	7781144	7864550	7822847
1761	7784104	177	-0.768461203277047	7784104	7865995	7825049.5
1771	7785928	178	-0.843961683572021	7785928	7867326	7826627
1781	7789087	179	-0.832265145842932	7789087	7870358	7829722.5
1791	7791232	180	-0.826206071000747	7791232	7872221	7831726.5
1801	7793002	181	-0.805253234435259	7793002	7875383	7834192.5
1811	7794750	182	-0.789353353273215	7794750	7878068	7836409
1821	7796461	183	-0.798494667030903	7796461	7880111	7838286
1831	7798024	184	-0.79560726394322	7798024	7882956	7840490
1841	7799195	185	-0.760137561190208	7799195	7883952	7841573.5
1851	7800298	186	-0.726312783868786	7800298	7884251	7842274.5
1861	7801231	187	-0.680743558368812	7801231	7884719	7842975
1871	7802735	188	-0.641083288302702	7802735	7885411	7844073
1881	7803793	189	-0.641805139074623	7803793	7887203	7845498
1891	7805739	190	-0.617862690462595	7805739	7888131	7846935
1901	7807432	191	-0.638799556878263	7807432	7889597	7848514.5
1911	7808552	192	-0.616492451607931	7808552	7890796	7849674
1921	7809217	193	-0.633813676104066	7809217	7892370	7850793.5
1931	7810197	194	-0.64717430344453	7810197	7893209	7851703
1941	7812749	195	-0.642114959981156	7812749	7895041	7853895
1951	7814156	196	-0.688572125811192	7814156	7895526	7854841
1961	7815142	197	-0.724913798744444	7815142	7898942	7857042
1971	7816993	198	-0.739957679876068	7816993	7902364	7859678.5
1981	7818342	199	-0.724626336047662	7818342	7904501	7861421.5
1991	7820642	200	-0.753573829613672	7820642	7905838	7863240
2001	7822796	201	-0.764928606136585	7822796	7907927	7865361.5
2011	7824799	202	-0.783348576940423	7824799	7908922	7866860.5
2021	7826366	203	-0.753391769905709	7826366	7910003	7868184.5
2031	7827745	204	-0.767752128624984	7827745	7910868	7869306.5
2041	7828763	205	-0.734962217011979	7828763	7913013	7870888
2051	7830904	206	-0.715146455113763	7830904	7914185	7872544.5
2061	7832584	207	-0.691638394576873	7832584	7916139	7874361.5
2071	7834233	208	-0.690964454254416	7834233	7917189	7875711
2081	7836182	209	-0.650451378187852	7836182	7918935	7877558.5
2091	7837860	210	-0.637263228465458	7837860	7920618	7879239
2101	7839182	211	-0.641543228617555	7839182	7923280	7881231
2111	7840415	212	-0.644967228739232	7840415	7925748	7883081.5
2121	7841436	213	-0.649403736359577	7841436	7928203	7884819.5
2131	7843221	214	-0.6765721552355	7843221	7929452	7886336.5
2141	7845939	215	-0.69005096168464	7845939	7931319	7888629
2151	7847564	216	-0.687342424274955	7847564	7933330	7890447
2161	7849251	217	-0.748054545835445	7849251	7934318	7891784.5
2171	7852453	218	-0.775018546793655	7852453	7936058	7894255.5
2181	7853420	219	-0.800104458132885	7853420	7937109	7895264.5
2191	7855802	220	-0.818377503558368	7855802	7938401	7897101.5
2201	7857498	221	-0.81698171246399	7857498	7940277	7898887.5
2211	7858545	222	-0.823746667928274	7858545	7942003	7900274
2221	7860068	223	-0.826819324753884	7860068	7943643	7901855.5
2231	7862277	224	-0.797255383404773	7862277	7945576	7903926.5
2241	7863192	225	-0.74796830702641	7863192	7947109	7905150.5
2251	7865055	226	-0.772706069099537	7865055	7948960	7907007.5
2261	7866048	227	-0.769013770460863	7866048	7950594	7908321
2271	7867366	228	-0.748559202569797	7867366	7952752	7910059
2281	7870816	229	-0.78135550224273	7870816	7954927	7912871.5
2291	7872598	230	-0.751088874301484	7872598	7956994	7914796
2301	7875496	231	-0.746879142808601	7875496	7958359	7916927.5
2311	7878605	232	-0.736725321552246	7878605	7959446	7919025.5
2321	7880279	233	-0.724763679336124	7880279	7961113	7920696
2331	7882973	234	-0.72409932110356	7882973	7962407	7922690
2341	7884047	235	-0.763574337431743	7884047	7963187	7923617
2351	7884256	236	-0.772520815361611	7884256	7964438	7924347
2361	7884739	237	-0.836666519133671	7884739	7965900	7925319.5
2371	7885468	238	-0.877425535507482	7885468	7967844	7926656
2381	7887231	239	-0.875700759326787	7887231	7969182	7928206.5
2391	7888485	240	-0.890776580758053	7888485	7971416	7929950.5
2401	7889768	241	-0.886237864178852	7889768	7972332	7931050
2411	7891079	242	-0.895542073464716	7891079	7974261	7932670
2421	7892489	243	-0.873311624913527	7892489	7975602	7934045.5
2431	7893389	244	-0.899949834815383	7893389	7977795	7935592
2441	7895042	245	-0.907934909726012	7895042	7978683	7936862.5
2451	7895800	246	-0.907644252999265	7895800	7980309	7938054.5
2461	7899526	247	-0.921592581853151	7899526	7982792	7941159
2471	7902836	248	-0.951932672483574	7902836	7984288	7943562
2481	7905043	249	-0.993311330670451	7905043	7985792	7945417.5
2491	7905994	250	-0.946330343926277	7905994	7987173	7946583.5
2501	7907955	251	-0.933761836016948	7907955	7989245	7948600
2511	7908925	252	-0.95642986667324	7908925	7990714	7949819.5
2521	7910086	253	-0.960610851896445	7910086	7993321	7951703.5
2531	7910919	254	-0.931985955356824	7910919	7994851	7952885
2541	7913070	255	-0.91060831280609	7913070	7996471	7954770.5
2551	7914328	256	-0.917887507094619	7914328	7998510	7956419
2561	7916269	257	-0.904776014091367	7916269	8000911	7958590
2571	7917337	258	-0.900339506471022	7917337	8002244	7959790.5
2581	7918943	259	-0.927667626845157	7918943	8003427	7961185
2591	7920765	260	-0.902354939378465	7920765	8005578	7963171.5
2601	7923301	261	-0.897943983997834	7923301	8006306	7964803.5
2611	7926075	262	-0.909707596356171	7926075	8006989	7966532
2621	7928228	263	-0.886991655250415	7928228	8007551	7967889.5
2631	7929767	264	-0.833967563813879	7929767	8008559	7969163
2641	7931439	265	-0.822615981320929	7931439	8011395	7971417
2651	7933465	266	-0.818882160292719	7933465	8013548	7973506.5
2661	7934337	267	-0.806045353866393	7934337	8016011	7975174
2671	7936261	268	-0.818907712532433	7936261	8020264	7978262.5
2681	7937140	269	-0.820674011102664	7937140	8022858	7979999
2691	7938563	270	-0.854176191397697	7938563	8024838	7981700.5
2701	7940282	271	-0.874688251828119	7940282	8026100	7983191
2711	7942056	272	-0.880134072917168	7942056	8028883	7985469.5
2721	7944214	273	-0.883462252139918	7944214	8031511	7987862.5
2731	7945798	274	-0.882852192416746	7945798	8035738	7990768
2741	7947131	275	-0.915830551797641	7947131	8039683	7993407
2751	7949121	276	-0.900460879609663	7949121	8041173	7995147
2761	7950900	277	-0.901770431895007	7950900	8042198	7996549
2771	7952816	278	-0.893574551006737	7952816	8046836	7999826
2781	7955103	279	-0.862052669289541	7955103	8049057	8002080
2791	7957028	280	-0.846858668749597	7957028	8050951	8003989.5
2801	7958435	281	-0.862854370810568	7958435	8052577	8005506
2811	7959553	282	-0.917258283191661	7959553	8054537	8007045
2821	7961194	283	-0.905140133507292	7961194	8056614	8008904
2831	7962457	284	-0.895813566011678	7962457	8057792	8010124.5
2841	7963379	285	-0.887135386598807	7963379	8059994	8011686.5
2851	7964445	286	-0.895925357060426	7964445	8061210	8012827.5
2861	7965903	287	-0.870366729286487	7965903	8063924	8014913.5
2871	7967853	288	-0.856731415369098	7967853	8067990	8017921.5
2881	7969359	289	-0.871606012912617	7969359	8071906	8020632.5
2891	7971455	290	-0.843572011916382	7971455	8072736	8022095.5
2901	7972450	291	-0.857124281054701	7972450	8073890	8023170
2911	7974657	292	-0.877304162368841	7974657	8076022	8025339.5
2921	7975866	293	-0.884228819331338	7975866	8078716	8027291
2931	7977911	294	-0.873346759243133	7977911	8080537	8029224
2941	7979124	295	-0.862084609589183	7979124	8082521	8030822.5
2951	7980363	296	-0.798705473008543	7980363	8084752	8032557.5
2961	7982827	297	-0.781007352976627	7982827	8088490	8035658.5
2971	7984372	298	-0.767346486819523	7984372	8090661	8037516.5
2981	7986219	299	-0.748849859296544	7986219	8093070	8039644.5
2991	7987202	300	-0.738625769380975	7987202	8095946	8041574
3001	7989260	301	-0.715513768559652	7989260	8098498	8043879
3011	7990777	302	-0.686004125719934	7990777	8101655	8046216
3021	7993644	303	-0.679127379206901	7993644	8103627	8048635.5
3031	7995245	304	-0.72516612711162	7995245	8107292	8051268.5
3041	7996870	305	-0.775101591572726	7996870	8108840	8052855
3051	7998533	306	-0.732161052733331	7998533	8112136	8055334.5
3061	8001008	307	-0.749143710053255	8001008	8115268	8058138
3071	8002527	308	-0.734218008030308	8002527	8116812	8059669.5
3081	8003727	309	-0.750878068323843	8003727	8120304	8062015.5
3091	8005588	310	-0.748102456284909	8005588	8124566	8065077
3101	8006308	311	-0.766305233051177	8006308	8126241	8066274.5
3111	8007026	312	-0.756052396865931	8007026	8128167	8067596.5
3121	8007559	313	-0.786628845713709	8007559	8130531	8069045
3131	8008607	314	-0.821044518578517	8008607	8131959	8070283
3141	8011536	315	-0.860251236389703	8011536	8134025	8072780.5
3151	8013573	316	-0.864582341021228	8013573	8136144	8074858.5
3161	8016079	317	-0.809261742040394	8016079	8137722	8076900.5
3171	8020565	318	-0.818415831917938	8020565	8140439	8080502
3181	8023200	319	-0.839793474468673	8023200	8143275	8083237.5
3191	8025014	320	-0.797935711787159	8025014	8144804	8084909
3201	8026270	321	-0.812973204858854	8026270	8147199	8086734.5
3211	8029803	322	-0.792643204136394	8029803	8149403	8089603
3221	8032435	323	-0.778496845424725	8032435	8150445	8091440
3231	8036147	324	-0.795642398272826	8036147	8151473	8093810
3241	8039712	325	-0.811395354056514	8039712	8154587	8097149.5
3251	8041189	326	-0.785395950147508	8041189	8157349	8099269
3261	8042967	327	-0.77926660664611	8042967	8160992	8101979.5
3271	8047114	328	-0.772373889983255	8047114	8163438	8105276
3281	8049084	329	-0.772255710874578	8049084	8164827	8106955.5
3291	8051352	330	-0.756125859555108	8051352	8168639	8109995.5
3301	8052587	331	-0.783156935142568	8052587	8170475	8111531
3311	8054869	332	-0.787893681579553	8054869	8172476	8113672.5
3321	8056628	333	-0.828828369601398	8056628	8173882	8115255
3331	8057836	334	-0.84897950464586	8057836	8177747	8117791.5
3341	8059998	335	-0.842016519323792	8059998	8180776	8120387
3351	8061427	336	-0.84003941477592	8061427	8183729	8122578
3361	8064125	337	-0.869127445660357	8064125	8187390	8125757.5
3371	8068445	338	-0.887390908995947	8068445	8190101	8129273
3381	8071947	339	-0.872062759197504	8071947	8192853	8132400
3391	8072737	340	-0.846389146344852	8072737	8194578	8133657.5
3401	8074076	341	-0.856884728807382	8074076	8196302	8135189
3411	8076222	342	-0.854629743652621	8076222	8198127	8137174.5
3421	8078928	343	-0.854208131697339	8078928	8200337	8139632.5
3431	8080682	344	-0.831207921924765	8080682	8201841	8141261.5
3441	8082535	345	-0.825653503816932	8082535	8203963	8143249
3451	8086184	346	-0.858989594553824	8086184	8206292	8146238
3461	8088991	347	-0.853645982423631	8088991	8208700	8148845.5
3471	8090686	348	-0.854272012296624	8090686	8210650	8150668
3481	8093652	349	-0.864732460429547	8093652	8212514	8153083
3491	8096648	350	-0.877652311634945	8096648	8215331	8155989.5
3501	8098833	351	-0.915776253288249	8098833	8217075	8157954
3511	8101766	352	-0.943538761737522	8101766	8219578	8160672
3521	8104511	353	-0.960106195162094	8104511	8221836	8163173.5
3531	8107308	354	-0.935144850991469	8107308	8224393	8165850.5
3541	8108846	355	-0.949450911201351	8108846	8226072	8167459
3551	8112218	356	-0.99965148014949	8112218	8228401	8170309.5
3561	8115557	357	-0.970921180621049	8115557	8232975	8174266
3571	8117302	358	-1.01394795826948	8117302	8235955	8176628.5
3581	8122166	359	-0.968068911862972	8122166	8237892	8180029
3591	8124687	360	-0.982815748207921	8124687	8239200	8181943.5
3601	8126242	361	-0.961118702660761	8126242	8242370	8184306
3611	8128775	362	-0.936125418190494	8128775	8243964	8186369.5
3621	8130664	363	-0.909761894865563	8130664	8246880	8188772
3631	8132493	364	-0.881076311756622	8132493	8249623	8191058
3641	8134123	365	-0.848487624031365	8134123	8251450	8192786.5
3651	8136180	366	-0.833373474240528	8136180	8252931	8194555.5
3661	8137970	367	-0.896883566049702	8137970	8254379	8196174.5
3671	8140631	368	-0.885158282050935	8140631	8256740	8198685.5
3681	8143299	369	-0.869296729248463	8143299	8259856	8201577.5
3691	8144844	370	-0.882146311794646	8144844	8261951	8203397.5
3701	8147200	371	-0.863713564870951	8147200	8263604	8205402
3711	8149427	372	-0.875895595154606	8149427	8265695	8207561
3721	8150507	373	-0.88426075963098	8150507	8269261	8209884
3731	8151636	374	-0.8997070885381	8151636	8273505	8212570.5
3741	8155879	375	-0.875528281708717	8155879	8276161	8216020
3751	8157524	376	-0.899151327324321	8157524	8278864	8218194
3761	8162112	377	-0.914172850246194	8162112	8280717	8221414.5
3771	8163453	378	-0.896260730206673	8163453	8285487	8224470
3781	8165046	379	-0.914616820411225	8165046	8286247	8225646.5
3791	8168968	380	-0.937163477928876	8168968	8287555	8228261.5
3801	8170506	381	-0.919034163851785	8170506	8293179	8231842.5
3811	8172511	382	-0.947192732016625	8172511	8293995	8233253
3821	8174683	383	-0.918101507102224	8174683	8296032	8235357.5
3831	8177884	384	-0.947738911140512	8177884	8297486	8237685
3841	8180778	385	-0.964667269951044	8180778	8297761	8239269.5
3851	8183874	386	-0.952731179974637	8183874	8300453	8242163.5
3861	8187607	387	-0.937297627187374	8187607	8302421	8245014
3871	8190421	388	-0.924390552101835	8190421	8303746	8247083.5
3881	8193086	389	-0.911968969570861	8193086	8305068	8249077
3891	8194706	390	-0.953165568049775	8194706	8308057	8251381.5
3901	8196329	391	-0.937157089868948	8196329	8310879	8253604
3911	8198476	392	-0.934534791268297	8198476	8312168	8255322
3921	8200556	393	-0.950000284355202	8200556	8313675	8257115.5
3931	8201906	394	-0.973834135948446	8201906	8315467	8258686.5
3941	8204275	395	-1.00285509220363	8204275	8317131	8260703
3951	8206400	396	-1.0235236601023	8206400	8319419	8262909.5
3961	8208752	397	-1.05408733283023	8208752	8320694	8264723
3971	8210652	398	-1.01861443604725	8210652	8324759	8267705.5
4471	8326199	NA	NA	8326199	8329395	8327797
