Strain	Condition	u_strain	row	col	control	Trait	Value	conc
CB4856	Arsenic	CB4856_Arsenic_2_C_10_.12 µmol	C	10	EtOH	mean.TOF	138.517482517483	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_11_.12 µmol	C	11	EtOH	mean.TOF	140.906542056075	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_2_.12 µmol	C	2	EtOH	mean.TOF	136.381974248927	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_3_.12 µmol	C	3	EtOH	mean.TOF	137.437768240343	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_4_.12 µmol	C	4	EtOH	mean.TOF	132.827102803738	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_5_.12 µmol	C	5	EtOH	mean.TOF	136.803370786517	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_6_.12 µmol	C	6	EtOH	mean.TOF	133.147601476015	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_7_.12 µmol	C	7	EtOH	mean.TOF	140.189655172414	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_8_.12 µmol	C	8	EtOH	mean.TOF	124.537634408602	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_C_9_.12 µmol	C	9	EtOH	mean.TOF	145.991561181435	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_1_.12 µmol	D	1	EtOH	mean.TOF	134.65671641791	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_10_.12 µmol	D	10	EtOH	mean.TOF	141.2	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_11_.12 µmol	D	11	EtOH	mean.TOF	142.959090909091	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_2_.12 µmol	D	2	EtOH	mean.TOF	125.777777777778	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_3_.12 µmol	D	3	EtOH	mean.TOF	139.242268041237	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_4_.12 µmol	D	4	EtOH	mean.TOF	129.418848167539	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_5_.12 µmol	D	5	EtOH	mean.TOF	130.895705521472	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_6_.12 µmol	D	6	EtOH	mean.TOF	126.610062893082	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_7_.12 µmol	D	7	EtOH	mean.TOF	132.083333333333	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_8_.12 µmol	D	8	EtOH	mean.TOF	135.514285714286	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_2_D_9_.12 µmol	D	9	EtOH	mean.TOF	142.053719008264	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_1_.12 µmol	E	1	EtOH	mean.TOF	138.730769230769	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_10_.12 µmol	E	10	EtOH	mean.TOF	138.336322869955	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_11_.12 µmol	E	11	EtOH	mean.TOF	129.939393939394	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_2_.12 µmol	E	2	EtOH	mean.TOF	132.295	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_3_.12 µmol	E	3	EtOH	mean.TOF	135.102564102564	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_4_.12 µmol	E	4	EtOH	mean.TOF	132.451219512195	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_5_.12 µmol	E	5	EtOH	mean.TOF	132.202380952381	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_6_.12 µmol	E	6	EtOH	mean.TOF	128.301587301587	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_7_.12 µmol	E	7	EtOH	mean.TOF	129.639534883721	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_8_.12 µmol	E	8	EtOH	mean.TOF	123.606936416185	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_E_9_.12 µmol	E	9	EtOH	mean.TOF	125.788043478261	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_1_.12 µmol	F	1	EtOH	mean.TOF	141.097902097902	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_10_.12 µmol	F	10	EtOH	mean.TOF	137.983606557377	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_11_.12 µmol	F	11	EtOH	mean.TOF	139.801104972376	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_2_.12 µmol	F	2	EtOH	mean.TOF	137.19	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_3_.12 µmol	F	3	EtOH	mean.TOF	139.753246753247	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_4_.12 µmol	F	4	EtOH	mean.TOF	123.702898550725	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_5_.12 µmol	F	5	EtOH	mean.TOF	137.960199004975	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_6_.12 µmol	F	6	EtOH	mean.TOF	132.075829383886	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_7_.12 µmol	F	7	EtOH	mean.TOF	135.236842105263	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_8_.12 µmol	F	8	EtOH	mean.TOF	134.494736842105	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_2_F_9_.12 µmol	F	9	EtOH	mean.TOF	134.85	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_1_.12 µmol	G	1	EtOH	mean.TOF	119.41935483871	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_10_.12 µmol	G	10	EtOH	mean.TOF	115.590476190476	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_11_.12 µmol	G	11	EtOH	mean.TOF	106.453488372093	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_2_.12 µmol	G	2	EtOH	mean.TOF	103.650943396226	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_3_.12 µmol	G	3	EtOH	mean.TOF	120.226804123711	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_4_.12 µmol	G	4	EtOH	mean.TOF	127.2	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_5_.12 µmol	G	5	EtOH	mean.TOF	115.868421052632	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_6_.12 µmol	G	6	EtOH	mean.TOF	123.216216216216	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_7_.12 µmol	G	7	EtOH	mean.TOF	115.7875	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_8_.12 µmol	G	8	EtOH	mean.TOF	122.982300884956	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_G_9_.12 µmol	G	9	EtOH	mean.TOF	115.868421052632	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_1_.12 µmol	H	1	EtOH	mean.TOF	126.887096774194	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_10_.12 µmol	H	10	EtOH	mean.TOF	115.476744186047	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_11_.12 µmol	H	11	EtOH	mean.TOF	121.181818181818	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_2_.12 µmol	H	2	EtOH	mean.TOF	109.597222222222	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_3_.12 µmol	H	3	EtOH	mean.TOF	115.866666666667	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_4_.12 µmol	H	4	EtOH	mean.TOF	103.882352941176	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_5_.12 µmol	H	5	EtOH	mean.TOF	103.066666666667	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_6_.12 µmol	H	6	EtOH	mean.TOF	114.596153846154	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_7_.12 µmol	H	7	EtOH	mean.TOF	117.475409836066	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_8_.12 µmol	H	8	EtOH	mean.TOF	119.481751824818	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_2_H_9_.12 µmol	H	9	EtOH	mean.TOF	106.681818181818	.12 µmol
N2	EtOH	N2_EtOH_13_A_1_.12 µmol	A	1	None	mean.TOF	190.183879093199	.12 µmol
N2	EtOH	N2_EtOH_13_A_10_.12 µmol	A	10	None	mean.TOF	196.920962199313	.12 µmol
N2	EtOH	N2_EtOH_13_A_11_.12 µmol	A	11	None	mean.TOF	196.715542521994	.12 µmol
N2	EtOH	N2_EtOH_13_A_2_.12 µmol	A	2	None	mean.TOF	174.060402684564	.12 µmol
N2	EtOH	N2_EtOH_13_A_3_.12 µmol	A	3	None	mean.TOF	197.351941747573	.12 µmol
N2	EtOH	N2_EtOH_13_A_4_.12 µmol	A	4	None	mean.TOF	207.098550724638	.12 µmol
N2	EtOH	N2_EtOH_13_A_5_.12 µmol	A	5	None	mean.TOF	208.19801980198	.12 µmol
N2	EtOH	N2_EtOH_13_A_6_.12 µmol	A	6	None	mean.TOF	207.282142857143	.12 µmol
N2	EtOH	N2_EtOH_13_A_7_.12 µmol	A	7	None	mean.TOF	188.477572559367	.12 µmol
N2	EtOH	N2_EtOH_13_A_8_.12 µmol	A	8	None	mean.TOF	197.088541666667	.12 µmol
N2	EtOH	N2_EtOH_13_A_9_.12 µmol	A	9	None	mean.TOF	185.167138810198	.12 µmol
N2	EtOH	N2_EtOH_13_B_1_.12 µmol	B	1	None	mean.TOF	204.320512820513	.12 µmol
N2	EtOH	N2_EtOH_13_B_10_.12 µmol	B	10	None	mean.TOF	176.575862068966	.12 µmol
N2	EtOH	N2_EtOH_13_B_11_.12 µmol	B	11	None	mean.TOF	201.116182572614	.12 µmol
N2	EtOH	N2_EtOH_13_B_2_.12 µmol	B	2	None	mean.TOF	189.95223880597	.12 µmol
N2	EtOH	N2_EtOH_13_B_3_.12 µmol	B	3	None	mean.TOF	192.096296296296	.12 µmol
N2	EtOH	N2_EtOH_13_B_4_.12 µmol	B	4	None	mean.TOF	211.075812274368	.12 µmol
N2	EtOH	N2_EtOH_13_B_5_.12 µmol	B	5	None	mean.TOF	189.345013477089	.12 µmol
N2	EtOH	N2_EtOH_13_B_6_.12 µmol	B	6	None	mean.TOF	200.551470588235	.12 µmol
N2	EtOH	N2_EtOH_13_B_7_.12 µmol	B	7	None	mean.TOF	187.438502673797	.12 µmol
N2	EtOH	N2_EtOH_13_B_8_.12 µmol	B	8	None	mean.TOF	182.634464751958	.12 µmol
N2	EtOH	N2_EtOH_13_B_9_.12 µmol	B	9	None	mean.TOF	189.515151515152	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_C_1_.12 µmol	C	1	None	mean.TOF	209.018518518519	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_C_10_.12 µmol	C	10	None	mean.TOF	209.359589041096	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_C_11_.12 µmol	C	11	None	mean.TOF	202.444444444444	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_C_2_.12 µmol	C	2	None	mean.TOF	192.734939759036	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_C_3_.12 µmol	C	3	None	mean.TOF	198.689156626506	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_C_4_.12 µmol	C	4	None	mean.TOF	219.451612903226	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_C_5_.12 µmol	C	5	None	mean.TOF	194.367788461538	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_C_6_.12 µmol	C	6	None	mean.TOF	205.477647058824	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_C_7_.12 µmol	C	7	None	mean.TOF	183.294117647059	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_C_8_.12 µmol	C	8	None	mean.TOF	184.550724637681	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_C_9_.12 µmol	C	9	None	mean.TOF	214.954545454545	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_D_1_.12 µmol	D	1	None	mean.TOF	197.20987654321	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_D_10_.12 µmol	D	10	None	mean.TOF	217.464705882353	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_D_11_.12 µmol	D	11	None	mean.TOF	206.508353221957	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_D_2_.12 µmol	D	2	None	mean.TOF	198.516129032258	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_D_3_.12 µmol	D	3	None	mean.TOF	205.712560386473	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_D_4_.12 µmol	D	4	None	mean.TOF	238.368029739777	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_D_5_.12 µmol	D	5	None	mean.TOF	224.658362989324	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_D_6_.12 µmol	D	6	None	mean.TOF	205.604456824513	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_D_7_.12 µmol	D	7	None	mean.TOF	201.307692307692	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_D_8_.12 µmol	D	8	None	mean.TOF	208.734015345269	.12 µmol
CB4856	EtOH	CB4856_EtOH_13_D_9_.12 µmol	D	9	None	mean.TOF	226.920962199313	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_E_1_.12 µmol	E	1	None	mean.TOF	191.56783919598	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_E_10_.12 µmol	E	10	None	mean.TOF	191.430051813471	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_E_11_.12 µmol	E	11	None	mean.TOF	205.39755351682	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_E_2_.12 µmol	E	2	None	mean.TOF	190.066225165563	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_E_3_.12 µmol	E	3	None	mean.TOF	196.932291666667	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_E_4_.12 µmol	E	4	None	mean.TOF	220.130653266332	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_E_5_.12 µmol	E	5	None	mean.TOF	177.894366197183	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_E_7_.12 µmol	E	7	None	mean.TOF	208.975757575758	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_E_8_.12 µmol	E	8	None	mean.TOF	207.357333333333	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_E_9_.12 µmol	E	9	None	mean.TOF	208.182203389831	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_F_1_.12 µmol	F	1	None	mean.TOF	214.938775510204	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_F_10_.12 µmol	F	10	None	mean.TOF	188.315789473684	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_F_11_.12 µmol	F	11	None	mean.TOF	201.352112676056	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_F_2_.12 µmol	F	2	None	mean.TOF	205.789473684211	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_F_3_.12 µmol	F	3	None	mean.TOF	196.395759717314	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_F_4_.12 µmol	F	4	None	mean.TOF	213.619607843137	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_F_5_.12 µmol	F	5	None	mean.TOF	212.133689839572	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_F_6_.12 µmol	F	6	None	mean.TOF	221.285087719298	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_F_7_.12 µmol	F	7	None	mean.TOF	216.714285714286	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_F_8_.12 µmol	F	8	None	mean.TOF	201.687804878049	.12 µmol
ECA581	EtOH	ECA581_EtOH_13_F_9_.12 µmol	F	9	None	mean.TOF	204.232919254658	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_G_1_.12 µmol	G	1	None	mean.TOF	211.502487562189	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_G_10_.12 µmol	G	10	None	mean.TOF	210.396226415094	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_G_11_.12 µmol	G	11	None	mean.TOF	223.188481675393	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_G_2_.12 µmol	G	2	None	mean.TOF	209.371237458194	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_G_3_.12 µmol	G	3	None	mean.TOF	206.227758007117	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_G_4_.12 µmol	G	4	None	mean.TOF	213.292063492064	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_G_5_.12 µmol	G	5	None	mean.TOF	200.350974930362	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_G_6_.12 µmol	G	6	None	mean.TOF	215.166270783848	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_G_7_.12 µmol	G	7	None	mean.TOF	201.28078817734	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_G_8_.12 µmol	G	8	None	mean.TOF	214.234693877551	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_G_9_.12 µmol	G	9	None	mean.TOF	201.046357615894	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_H_1_.12 µmol	H	1	None	mean.TOF	254.473988439306	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_H_11_.12 µmol	H	11	None	mean.TOF	208.764705882353	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_H_2_.12 µmol	H	2	None	mean.TOF	229.352272727273	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_H_3_.12 µmol	H	3	None	mean.TOF	216.195439739414	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_H_4_.12 µmol	H	4	None	mean.TOF	222	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_H_5_.12 µmol	H	5	None	mean.TOF	211.471428571429	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_H_6_.12 µmol	H	6	None	mean.TOF	223.51724137931	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_H_7_.12 µmol	H	7	None	mean.TOF	211.511002444988	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_H_8_.12 µmol	H	8	None	mean.TOF	215.640776699029	.12 µmol
ECA590	EtOH	ECA590_EtOH_13_H_9_.12 µmol	H	9	None	mean.TOF	211.570909090909	.12 µmol
N2	Arsenic	N2_Arsenic_14_A_1_.12 µmol	A	1	EtOH	mean.TOF	110.058823529412	.12 µmol
N2	Arsenic	N2_Arsenic_14_A_10_.12 µmol	A	10	EtOH	mean.TOF	106.744444444444	.12 µmol
N2	Arsenic	N2_Arsenic_14_A_11_.12 µmol	A	11	EtOH	mean.TOF	119.853658536585	.12 µmol
N2	Arsenic	N2_Arsenic_14_A_2_.12 µmol	A	2	EtOH	mean.TOF	109.452830188679	.12 µmol
N2	Arsenic	N2_Arsenic_14_A_3_.12 µmol	A	3	EtOH	mean.TOF	132.018867924528	.12 µmol
N2	Arsenic	N2_Arsenic_14_A_4_.12 µmol	A	4	EtOH	mean.TOF	113.472972972973	.12 µmol
N2	Arsenic	N2_Arsenic_14_A_5_.12 µmol	A	5	EtOH	mean.TOF	106.808823529412	.12 µmol
N2	Arsenic	N2_Arsenic_14_A_6_.12 µmol	A	6	EtOH	mean.TOF	122.666666666667	.12 µmol
N2	Arsenic	N2_Arsenic_14_A_7_.12 µmol	A	7	EtOH	mean.TOF	106.561403508772	.12 µmol
N2	Arsenic	N2_Arsenic_14_A_8_.12 µmol	A	8	EtOH	mean.TOF	110.241758241758	.12 µmol
N2	Arsenic	N2_Arsenic_14_A_9_.12 µmol	A	9	EtOH	mean.TOF	110.201834862385	.12 µmol
N2	Arsenic	N2_Arsenic_14_B_1_.12 µmol	B	1	EtOH	mean.TOF	94.6617647058823	.12 µmol
N2	Arsenic	N2_Arsenic_14_B_10_.12 µmol	B	10	EtOH	mean.TOF	114.69387755102	.12 µmol
N2	Arsenic	N2_Arsenic_14_B_11_.12 µmol	B	11	EtOH	mean.TOF	121.079365079365	.12 µmol
N2	Arsenic	N2_Arsenic_14_B_2_.12 µmol	B	2	EtOH	mean.TOF	122.223214285714	.12 µmol
N2	Arsenic	N2_Arsenic_14_B_3_.12 µmol	B	3	EtOH	mean.TOF	105.096774193548	.12 µmol
N2	Arsenic	N2_Arsenic_14_B_4_.12 µmol	B	4	EtOH	mean.TOF	91.28125	.12 µmol
N2	Arsenic	N2_Arsenic_14_B_5_.12 µmol	B	5	EtOH	mean.TOF	119.901639344262	.12 µmol
N2	Arsenic	N2_Arsenic_14_B_6_.12 µmol	B	6	EtOH	mean.TOF	112.961165048544	.12 µmol
N2	Arsenic	N2_Arsenic_14_B_7_.12 µmol	B	7	EtOH	mean.TOF	107.781818181818	.12 µmol
N2	Arsenic	N2_Arsenic_14_B_8_.12 µmol	B	8	EtOH	mean.TOF	97	.12 µmol
N2	Arsenic	N2_Arsenic_14_B_9_.12 µmol	B	9	EtOH	mean.TOF	93.6857142857143	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_C_1_.12 µmol	C	1	EtOH	mean.TOF	123.579617834395	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_C_11_.12 µmol	C	11	EtOH	mean.TOF	138.615384615385	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_C_2_.12 µmol	C	2	EtOH	mean.TOF	127.981132075472	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_C_3_.12 µmol	C	3	EtOH	mean.TOF	141.075757575758	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_C_4_.12 µmol	C	4	EtOH	mean.TOF	128.840579710145	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_C_6_.12 µmol	C	6	EtOH	mean.TOF	122.535714285714	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_C_7_.12 µmol	C	7	EtOH	mean.TOF	121.047058823529	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_C_8_.12 µmol	C	8	EtOH	mean.TOF	126.018433179724	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_C_9_.12 µmol	C	9	EtOH	mean.TOF	131.376237623762	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_1_.12 µmol	D	1	EtOH	mean.TOF	142.794520547945	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_10_.12 µmol	D	10	EtOH	mean.TOF	137.056338028169	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_11_.12 µmol	D	11	EtOH	mean.TOF	147.487603305785	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_2_.12 µmol	D	2	EtOH	mean.TOF	131	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_3_.12 µmol	D	3	EtOH	mean.TOF	138.017964071856	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_4_.12 µmol	D	4	EtOH	mean.TOF	146.544303797468	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_5_.12 µmol	D	5	EtOH	mean.TOF	138.11214953271	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_6_.12 µmol	D	6	EtOH	mean.TOF	126.627737226277	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_7_.12 µmol	D	7	EtOH	mean.TOF	125.587155963303	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_8_.12 µmol	D	8	EtOH	mean.TOF	150.0625	.12 µmol
CB4856	Arsenic	CB4856_Arsenic_14_D_9_.12 µmol	D	9	EtOH	mean.TOF	137.467213114754	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_1_.12 µmol	E	1	EtOH	mean.TOF	130.503267973856	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_11_.12 µmol	E	11	EtOH	mean.TOF	143.96992481203	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_2_.12 µmol	E	2	EtOH	mean.TOF	128.810344827586	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_3_.12 µmol	E	3	EtOH	mean.TOF	125.927710843373	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_4_.12 µmol	E	4	EtOH	mean.TOF	123.868852459016	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_5_.12 µmol	E	5	EtOH	mean.TOF	129.60447761194	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_6_.12 µmol	E	6	EtOH	mean.TOF	130.972826086957	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_7_.12 µmol	E	7	EtOH	mean.TOF	139.640776699029	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_8_.12 µmol	E	8	EtOH	mean.TOF	106.882352941176	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_E_9_.12 µmol	E	9	EtOH	mean.TOF	130.642857142857	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_1_.12 µmol	F	1	EtOH	mean.TOF	128.09243697479	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_10_.12 µmol	F	10	EtOH	mean.TOF	122.3	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_11_.12 µmol	F	11	EtOH	mean.TOF	150.016853932584	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_2_.12 µmol	F	2	EtOH	mean.TOF	131.460317460317	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_3_.12 µmol	F	3	EtOH	mean.TOF	125.162790697674	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_4_.12 µmol	F	4	EtOH	mean.TOF	126.47972972973	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_5_.12 µmol	F	5	EtOH	mean.TOF	135.953757225434	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_6_.12 µmol	F	6	EtOH	mean.TOF	148.227488151659	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_7_.12 µmol	F	7	EtOH	mean.TOF	119.637362637363	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_8_.12 µmol	F	8	EtOH	mean.TOF	133.4375	.12 µmol
ECA581	Arsenic	ECA581_Arsenic_14_F_9_.12 µmol	F	9	EtOH	mean.TOF	124.264462809917	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_1_.12 µmol	G	1	EtOH	mean.TOF	115.073170731707	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_10_.12 µmol	G	10	EtOH	mean.TOF	120.492537313433	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_11_.12 µmol	G	11	EtOH	mean.TOF	144.083333333333	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_2_.12 µmol	G	2	EtOH	mean.TOF	123	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_3_.12 µmol	G	3	EtOH	mean.TOF	110.928571428571	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_4_.12 µmol	G	4	EtOH	mean.TOF	121.15	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_5_.12 µmol	G	5	EtOH	mean.TOF	107.066666666667	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_6_.12 µmol	G	6	EtOH	mean.TOF	122.875	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_7_.12 µmol	G	7	EtOH	mean.TOF	126.06	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_8_.12 µmol	G	8	EtOH	mean.TOF	103.923076923077	.12 µmol
ECA590	Arsenic	ECA590_Arsenic_14_G_9_.12 µmol	G	9	EtOH	mean.TOF	153.765957446808	.12 µmol
