Population	WindowPosition	statistic	value	f_stats
A	3462398	Tajima.D	-0.601142883145919	Tajima's D
A	3462481	Tajima.D	-0.59802268128897	Tajima's D
A	3462642	Tajima.D	-0.510171487678907	Tajima's D
A	3462699	Tajima.D	-0.413750882540295	Tajima's D
A	3462718	Tajima.D	-0.345932658403622	Tajima's D
A	3462722	Tajima.D	-0.322601189824314	Tajima's D
A	3462976	Tajima.D	-0.31641172818155	Tajima's D
A	3462990	Tajima.D	-0.313316997360168	Tajima's D
A	3462991	Tajima.D	-0.313316997360168	Tajima's D
A	3463281	Tajima.D	-0.328867064573779	Tajima's D
A	3463366	Tajima.D	-0.324358691278432	Tajima's D
A	3463394	Tajima.D	-0.241603296721478	Tajima's D
A	3463425	Tajima.D	-0.237094923426132	Tajima's D
A	3463540	Tajima.D	-0.237094923426132	Tajima's D
A	3463580	Tajima.D	-0.334024949276082	Tajima's D
A	3463668	Tajima.D	-0.325657714092346	Tajima's D
A	3463685	Tajima.D	-0.313482559091353	Tajima's D
A	3463749	Tajima.D	-0.311916090403987	Tajima's D
A	3463821	Tajima.D	-0.342137474104149	Tajima's D
A	3463832	Tajima.D	-0.407279647566571	Tajima's D
A	3463857	Tajima.D	-0.408846116253938	Tajima's D
A	3463858	Tajima.D	-0.407279647566571	Tajima's D
A	3464004	Tajima.D	-0.489652976590022	Tajima's D
A	3464023	Tajima.D	-0.509711417098979	Tajima's D
A	3464310	Tajima.D	-0.508157683929396	Tajima's D
A	3464325	Tajima.D	-0.508157683929396	Tajima's D
A	3464364	Tajima.D	-0.508157683929396	Tajima's D
A	3464393	Tajima.D	-0.49754899761577	Tajima's D
A	3464526	Tajima.D	-0.492887798107022	Tajima's D
A	3464554	Tajima.D	-0.432457766224481	Tajima's D
A	3464596	Tajima.D	-0.447549354797887	Tajima's D
A	3464607	Tajima.D	-0.447549354797887	Tajima's D
A	3464893	Tajima.D	-0.376918173170791	Tajima's D
A	3464909	Tajima.D	-0.291844914377247	Tajima's D
A	3464936	Tajima.D	-0.249371962569392	Tajima's D
A	3464960	Tajima.D	-0.249371962569392	Tajima's D
A	3465272	Tajima.D	-0.249371962569392	Tajima's D
A	3465283	Tajima.D	-0.243182500926628	Tajima's D
A	3465413	Tajima.D	-0.243182500926628	Tajima's D
A	3465422	Tajima.D	-0.249371962569392	Tajima's D
A	3465429	Tajima.D	-0.271340730745869	Tajima's D
A	3465443	Tajima.D	-0.271340730745869	Tajima's D
A	3465580	Tajima.D	-0.360489355230122	Tajima's D
A	3465625	Tajima.D	-0.42712158427321	Tajima's D
A	3465663	Tajima.D	-0.440761323819301	Tajima's D
A	3465858	Tajima.D	-0.457954272826978	Tajima's D
A	3465952	Tajima.D	-0.457954272826978	Tajima's D
A	3465985	Tajima.D	-0.54246716883805	Tajima's D
A	3466052	Tajima.D	-0.536277707195286	Tajima's D
A	3466083	Tajima.D	-0.563913780785405	Tajima's D
A	3466098	Tajima.D	-0.521275267246365	Tajima's D
A	3466112	Tajima.D	-0.521275267246365	Tajima's D
A	3466277	Tajima.D	-0.434597333212104	Tajima's D
A	3466286	Tajima.D	-0.531450945955353	Tajima's D
A	3466430	Tajima.D	-0.463939966185206	Tajima's D
A	3466516	Tajima.D	-0.465493699354789	Tajima's D
A	3466690	Tajima.D	-0.552731996171523	Tajima's D
A	3466724	Tajima.D	-0.558158918687002	Tajima's D
A	3466885	Tajima.D	-0.540965969679324	Tajima's D
A	3467095	Tajima.D	-0.466081125112551	Tajima's D
A	3467100	Tajima.D	-0.397844220828747	Tajima's D
A	3467111	Tajima.D	-0.481784018539564	Tajima's D
A	3467113	Tajima.D	-0.575593842532565	Tajima's D
A	3467237	Tajima.D	-0.670791837963964	Tajima's D
A	3467289	Tajima.D	-0.657610577058078	Tajima's D
A	3467349	Tajima.D	-0.651421115415314	Tajima's D
A	3467419	Tajima.D	-0.670791837963964	Tajima's D
A	3467442	Tajima.D	-0.675453037472713	Tajima's D
A	3467445	Tajima.D	-0.675453037472713	Tajima's D
A	3467460	Tajima.D	-0.746084219099808	Tajima's D
A	3467615	Tajima.D	-0.773669350618793	Tajima's D
A	3467649	Tajima.D	-0.773669350618793	Tajima's D
A	3467688	Tajima.D	-0.773669350618793	Tajima's D
A	3467729	Tajima.D	-0.773669350618793	Tajima's D
A	3467778	Tajima.D	-0.743447966918631	Tajima's D
A	3467845	Tajima.D	-0.754298628070143	Tajima's D
A	3467963	Tajima.D	-0.684495255098973	Tajima's D
A	3468039	Tajima.D	-0.676790266839976	Tajima's D
A	3468093	Tajima.D	-0.681451466348725	Tajima's D
A	3468153	Tajima.D	-0.616805978079857	Tajima's D
A	3468174	Tajima.D	-0.55319206675145	Tajima's D
A	3468193	Tajima.D	-0.548530867242703	Tajima's D
A	3468227	Tajima.D	-0.548530867242703	Tajima's D
A	3468278	Tajima.D	-0.578752250942864	Tajima's D
A	3468279	Tajima.D	-0.565112511396774	Tajima's D
A	3468291	Tajima.D	-0.565112511396774	Tajima's D
A	3468297	Tajima.D	-0.57281749965577	Tajima's D
A	3468312	Tajima.D	-0.645066092041365	Tajima's D
A	3468418	Tajima.D	-0.655763926979476	Tajima's D
A	3468652	Tajima.D	-0.655763926979476	Tajima's D
A	3468763	Tajima.D	-0.678280322420642	Tajima's D
A	3468826	Tajima.D	-0.678280322420642	Tajima's D
A	3468862	Tajima.D	-0.671059283837417	Tajima's D
A	3468865	Tajima.D	-0.650465951581555	Tajima's D
A	3468921	Tajima.D	-0.650465951581555	Tajima's D
A	3468996	Tajima.D	-0.652032420268921	Tajima's D
A	3469112	Tajima.D	-0.629872619325692	Tajima's D
A	3469133	Tajima.D	-0.647753286293677	Tajima's D
A	3469255	Tajima.D	-0.736328812477674	Tajima's D
A	3469370	Tajima.D	-0.795548970170786	Tajima's D
A	3469541	Tajima.D	-0.795548970170786	Tajima's D
A	3469621	Tajima.D	-0.790964183768738	Tajima's D
A	3469622	Tajima.D	-0.862845038078337	Tajima's D
A	3469649	Tajima.D	-0.959265643216949	Tajima's D
A	3469666	Tajima.D	-1.02865033604099	Tajima's D
A	3469824	Tajima.D	-1.04888707379891	Tajima's D
A	3469834	Tajima.D	-0.95948373895899	Tajima's D
A	3469850	Tajima.D	-0.964144938467738	Tajima's D
A	3469896	Tajima.D	-0.868552141985052	Tajima's D
A	3469955	Tajima.D	-0.871544988664166	Tajima's D
A	3470064	Tajima.D	-0.882242823602276	Tajima's D
A	3470199	Tajima.D	-0.96499821815923	Tajima's D
A	3470344	Tajima.D	-0.975696053097341	Tajima's D
A	3470345	Tajima.D	-0.956325330548691	Tajima's D
A	3470386	Tajima.D	-0.956325330548691	Tajima's D
A	3470463	Tajima.D	-1.04863236344324	Tajima's D
A	3470494	Tajima.D	-1.06080751844424	Tajima's D
A	3470678	Tajima.D	-1.05618452548884	Tajima's D
A	3470782	Tajima.D	-1.05461805680147	Tajima's D
A	3470894	Tajima.D	-0.962731295993774	Tajima's D
A	3470962	Tajima.D	-0.962731295993774	Tajima's D
A	3471018	Tajima.D	-0.96429776468114	Tajima's D
A	3471039	Tajima.D	-0.965864233368506	Tajima's D
A	3471048	Tajima.D	-0.964348706752274	Tajima's D
A	3471113	Tajima.D	-0.967468908609223	Tajima's D
A	3471121	Tajima.D	-0.965902439921856	Tajima's D
A	3471138	Tajima.D	-0.965902439921856	Tajima's D
A	3471183	Tajima.D	-0.970372606663853	Tajima's D
A	3471268	Tajima.D	-0.888878028367461	Tajima's D
A	3471469	Tajima.D	-0.884165886787579	Tajima's D
A	3471610	Tajima.D	-0.884165886787579	Tajima's D
A	3471676	Tajima.D	-0.884165886787579	Tajima's D
A	3471856	Tajima.D	-0.934025438909844	Tajima's D
A	3471971	Tajima.D	-1.01909869770339	Tajima's D
A	3471981	Tajima.D	-1.09291375877635	Tajima's D
A	3472262	Tajima.D	-1.08230507246272	Tajima's D
A	3472265	Tajima.D	-0.988699016754258	Tajima's D
A	3472266	Tajima.D	-0.994888478397022	Tajima's D
A	3472345	Tajima.D	-0.994888478397022	Tajima's D
A	3472353	Tajima.D	-0.994888478397022	Tajima's D
A	3472406	Tajima.D	-0.988749958825392	Tajima's D
A	3472486	Tajima.D	-0.955943265015187	Tajima's D
A	3472538	Tajima.D	-0.963648253274183	Tajima's D
A	3472661	Tajima.D	-0.993869636974345	Tajima's D
A	3472929	Tajima.D	-0.993869636974345	Tajima's D
A	3472931	Tajima.D	-1.00157462523334	Tajima's D
A	3472934	Tajima.D	-1.00157462523334	Tajima's D
A	3473029	Tajima.D	-1.00157462523334	Tajima's D
A	3473043	Tajima.D	-1.00310288736736	Tajima's D
A	3473086	Tajima.D	-0.924652097821214	Tajima's D
A	3473142	Tajima.D	-0.967290611360254	Tajima's D
A	3473633	Tajima.D	-0.959585623101258	Tajima's D
A	3473706	Tajima.D	-1.03408840213453	Tajima's D
A	3473758	Tajima.D	-1.02191324713353	Tajima's D
A	3473839	Tajima.D	-1.08483944050163	Tajima's D
A	3473897	Tajima.D	-1.0157747275619	Tajima's D
A	3473973	Tajima.D	-1.0234797158209	Tajima's D
A	3473997	Tajima.D	-1.0234797158209	Tajima's D
A	3474037	Tajima.D	-1.04837765308757	Tajima's D
A	3474166	Tajima.D	-1.13678761754039	Tajima's D
A	3474382	Tajima.D	-1.20659099051156	Tajima's D
A	3474440	Tajima.D	-1.20502452182419	Tajima's D
A	3474441	Tajima.D	-1.1655062101421	Tajima's D
A	3474553	Tajima.D	-1.1655062101421	Tajima's D
A	3474581	Tajima.D	-1.18487693269075	Tajima's D
A	3474892	Tajima.D	-1.09440381435702	Tajima's D
A	3475052	Tajima.D	-1.09440381435702	Tajima's D
A	3475062	Tajima.D	-1.09283734566965	Tajima's D
A	3475085	Tajima.D	-1.0974985451784	Tajima's D
A	3475193	Tajima.D	-1.0974985451784	Tajima's D
A	3475517	Tajima.D	-1.0974985451784	Tajima's D
A	3475696	Tajima.D	-1.08385880563231	Tajima's D
A	3475880	Tajima.D	-0.994633768041353	Tajima's D
A	3476034	Tajima.D	-0.988444306398589	Tajima's D
A	3476114	Tajima.D	-1.0155454882418	Tajima's D
A	3476152	Tajima.D	-1.01214510499362	Tajima's D
A	3476200	Tajima.D	-1.07424348970579	Tajima's D
A	3476222	Tajima.D	-1.08194847796479	Tajima's D
A	3476277	Tajima.D	-1.03930996442575	Tajima's D
A	3476311	Tajima.D	-1.12266392831852	Tajima's D
A	3476335	Tajima.D	-1.19246730128969	Tajima's D
A	3476342	Tajima.D	-1.19712850079844	Tajima's D
A	3476382	Tajima.D	-1.19869496948581	Tajima's D
A	3476386	Tajima.D	-1.18505522993972	Tajima's D
A	3476392	Tajima.D	-1.16461472389726	Tajima's D
A	3476417	Tajima.D	-1.15842526225449	Tajima's D
A	3476460	Tajima.D	-1.15842526225449	Tajima's D
A	3476485	Tajima.D	-1.15842526225449	Tajima's D
A	3476538	Tajima.D	-1.07226948444935	Tajima's D
A	3476560	Tajima.D	-1.02963097091031	Tajima's D
A	3476561	Tajima.D	-1.03733595916931	Tajima's D
A	3476562	Tajima.D	-1.03733595916931	Tajima's D
A	3476589	Tajima.D	-1.04142246843808	Tajima's D
A	3476629	Tajima.D	-0.976904335347047	Tajima's D
A	3476719	Tajima.D	-0.972243135838299	Tajima's D
A	3476944	Tajima.D	-0.945995233686578	Tajima's D
A	3477015	Tajima.D	-0.966588565942441	Tajima's D
A	3477068	Tajima.D	-0.980228305488531	Tajima's D
A	3477081	Tajima.D	-0.987933293747528	Tajima's D
A	3477182	Tajima.D	-1.01146853061137	Tajima's D
A	3477233	Tajima.D	-1.00842474186112	Tajima's D
A	3477242	Tajima.D	-1.01456326143275	Tajima's D
A	3477257	Tajima.D	-1.03672306237598	Tajima's D
A	3477258	Tajima.D	-0.994084548836941	Tajima's D
A	3477259	Tajima.D	-0.994084548836941	Tajima's D
A	3477364	Tajima.D	-0.998745748345689	Tajima's D
A	3477531	Tajima.D	-1.09433854482838	Tajima's D
A	3477547	Tajima.D	-1.07080330796453	Tajima's D
A	3477579	Tajima.D	-1.06931325238387	Tajima's D
A	3477615	Tajima.D	-0.97990195784533	Tajima's D
A	3477626	Tajima.D	-0.883239377868832	Tajima's D
A	3477636	Tajima.D	-0.880119176011884	Tajima's D
A	3477656	Tajima.D	-0.880119176011884	Tajima's D
A	3477677	Tajima.D	-0.819256136524705	Tajima's D
A	3477836	Tajima.D	-0.722173284461353	Tajima's D
A	3477901	Tajima.D	-0.636552398403119	Tajima's D
A	3478135	Tajima.D	-0.631891198894371	Tajima's D
A	3478368	Tajima.D	-0.551924882731996	Tajima's D
A	3478510	Tajima.D	-0.553491351419362	Tajima's D
A	3478618	Tajima.D	-0.650039311735809	Tajima's D
A	3478714	Tajima.D	-0.625141374469135	Tajima's D
A	3478724	Tajima.D	-0.618951912826371	Tajima's D
A	3478733	Tajima.D	-0.618951912826371	Tajima's D
A	3478770	Tajima.D	-0.626656901085367	Tajima's D
A	3479019	Tajima.D	-0.626656901085367	Tajima's D
A	3479063	Tajima.D	-0.628223369772734	Tajima's D
A	3479077	Tajima.D	-0.628223369772734	Tajima's D
A	3479106	Tajima.D	-0.632808156174781	Tajima's D
A	3479246	Tajima.D	-0.71896393397992	Tajima's D
A	3479476	Tajima.D	-0.815626513956418	Tajima's D
A	3479494	Tajima.D	-0.781546268367866	Tajima's D
A	3479685	Tajima.D	-0.772338489010421	Tajima's D
A	3479728	Tajima.D	-0.793110118515252	Tajima's D
A	3479755	Tajima.D	-0.776579416432315	Tajima's D
A	3479883	Tajima.D	-0.784284404691311	Tajima's D
A	3479960	Tajima.D	-0.796459559692303	Tajima's D
A	3480032	Tajima.D	-0.89006561540077	Tajima's D
A	3480043	Tajima.D	-0.89006561540077	Tajima's D
A	3480108	Tajima.D	-0.89006561540077	Tajima's D
A	3480199	Tajima.D	-0.89006561540077	Tajima's D
A	3480434	Tajima.D	-0.872872666393092	Tajima's D
A	3480490	Tajima.D	-0.880781422936624	Tajima's D
A	3480533	Tajima.D	-0.880781422936624	Tajima's D
